Q_H_annual (kWh),Q_C_annual (kWh),"Final_H (boiler, kWh)","Final_H (HP, kWh)","Final_C (HP, kWh)","Primary_H (boiler, PEF 1.07)","Primary_H (HP, PEF 2.83)","Primary_C (HP, PEF 2.83)",Q_DHW_total (kWh),"Final_DHW (boiler, kWh)","Primary_DHW (boiler, PEF 1.07)","Final_DHW (HP, kWh)","Primary_DHW (HP, PEF 2.83)",Distribution_losses (kWh),Primary_Total_adjusted (kWh)
2241.992,33609.637,2989.322666666667,700.6225000000001,11203.212333333335,3198.575253333334,1982.7616750000002,31705.090903333337,4790.9400000000005,0.0,0.0,4790.9400000000005,13558.360200000001,1159.4,17916.335453333337
