Q_H_annual (kWh),Q_C_annual (kWh),"Final_H (boiler, kWh)","Final_H (HP, kWh)","Final_C (HP, kWh)","Primary_H (boiler, PEF 1.1)","Primary_H (HP, PEF 2.6)","Primary_C (HP, PEF 2.6)",Q_DHW_total (kWh),"Final_DHW (boiler, kWh)","Primary_DHW (boiler, PEF 1.1)","Final_DHW (HP, kWh)","Primary_DHW (HP, PEF 2.6)"
910.465,10675.432,1213.9533333333334,284.5203125,3558.4773333333337,1614.5579333333335,805.1924843749999,10070.490853333335,6732.0,8976.0,11938.08,2103.75,5953.6125
