Q_H_annual (kWh),Q_C_annual (kWh),"Final_H (boiler, kWh)","Final_H (HP, kWh)","Final_C (HP, kWh)","Primary_H (boiler, PEF 1.1)","Primary_H (HP, PEF 2.6)","Primary_C (HP, PEF 2.6)",Q_DHW_total (kWh),"Final_DHW (boiler, kWh)","Primary_DHW (boiler, PEF 1.1)","Final_DHW (HP, kWh)","Primary_DHW (HP, PEF 2.6)",Distribution_losses (kWh),Primary_Total_adjusted (kWh)
1415.793,35362.678,1887.724,442.43531249999995,11787.559333333333,2510.67292,1252.091934375,33358.79291333333,4790.9400000000005,0.0,0.0,4790.9400000000005,13558.360200000001,1159.4,17228.43312
