Q_H_annual (kWh),Q_C_annual (kWh),"Final_H (boiler, kWh)","Final_H (HP, kWh)","Final_C (HP, kWh)","Primary_H (boiler, PEF 1.1)","Primary_H (HP, PEF 2.6)","Primary_C (HP, PEF 2.6)",Q_DHW_total (kWh),"Final_DHW (boiler, kWh)","Primary_DHW (boiler, PEF 1.1)","Final_DHW (HP, kWh)","Primary_DHW (HP, PEF 2.6)"
1283.341,8535.419,1509.8129411764705,401.04406249999994,2845.1396666666665,1660.7942352941177,1042.7145624999998,7397.363133333333,3600.0,4235.294117647059,4658.823529411765,1125.0,2925.0
